season,player_id,player_name,position,nfl_team,espn_rank,espn_rank_type,espn_ppr_rank,espn_sf_auction,adp,percent_owned,projected
2026,3929636,Irv Charles,WR,SEA,1382,SUPERFLEX,1382,0,170.0,0.0,
2026,4373030,Ben Sims,TE,MIA,1383,SUPERFLEX,1383,0,170.0,0.0,0.0
2026,4360405,Jake Bobo,WR,SEA,1384,SUPERFLEX,1384,0,170.0,0.1,
2026,4242442,Princeton Fant,TE,DAL,1385,SUPERFLEX,1385,0,170.0,0.0,
2026,4243176,Brady Russell,RB,SEA,1386,SUPERFLEX,1386,0,170.0,0.0,
2026,4369466,Ryan Miller,WR,MIA,1387,SUPERFLEX,1387,0,170.0,0.0,
2026,4369886,Chris Blair,WR,ATL,1388,SUPERFLEX,1388,0,170.0,0.0,
2026,4428209,Ricky Pearsall,WR,SF,1389,SUPERFLEX,1389,0,169.9,3.5,0.0
2026,4696700,Tip Reiman,TE,ARI,1390,SUPERFLEX,1390,0,170.0,0.0,0.0
2026,4372561,Isaac Guerendo,RB,SF,1391,SUPERFLEX,1391,0,170.0,0.2,0.0
2026,4569682,Audric Estime,RB,NO,1392,SUPERFLEX,1392,0,170.0,0.1,
2026,4430723,Jared Wiley,TE,KC,1393,SUPERFLEX,1393,0,170.0,0.0,
2026,4428678,Jamari Thrash,WR,CLE,1394,SUPERFLEX,1394,0,170.0,0.0,
2026,4686104,Johnny Wilson,WR,PHI,1395,SUPERFLEX,1395,0,170.0,0.0,
2026,4573697,Mason Tipton,WR,NO,1396,SUPERFLEX,1396,0,170.0,0.0,0.0
2026,4361088,Colson Yankoff,TE,WSH,1397,SUPERFLEX,1397,0,170.0,0.0,
2026,4360978,David Martin-Robinson,TE,TEN,1398,SUPERFLEX,1398,0,170.0,0.0,
2026,4248557,E.J. Jenkins,TE,PHI,1400,SUPERFLEX,1400,0,170.0,0.0,
2026,4430681,Jared Wayne,WR,HOU,1401,SUPERFLEX,1401,0,170.0,0.0,
2026,4241476,Tyrell Shavers,WR,BUF,1402,SUPERFLEX,1402,0,170.0,0.0,0.0
2026,4698191,Chris Collier,RB,LV,1403,SUPERFLEX,1403,0,170.0,0.0,0.0
2026,4877706,Jayden Higgins,WR,HOU,1404,SUPERFLEX,1404,0,170.0,4.4,0.0
2026,4685350,Trevor Etienne,RB,CAR,1405,SUPERFLEX,1405,0,169.9,0.4,0.0
2026,4427238,Dillon Gabriel,QB,CLE,1406,SUPERFLEX,1406,0,170.0,0.1,
2026,4432734,Jalen Milroe,QB,SEA,1407,SUPERFLEX,1407,0,170.0,0.1,
2026,4432775,Dont'e Thornton Jr.,WR,LV,1408,SUPERFLEX,1408,0,170.0,0.1,0.0
2026,4708049,Gavin Bartholomew,TE,MIN,1409,SUPERFLEX,1409,0,170.0,0.0,
2026,4683243,Mitchell Evans,TE,CAR,1410,SUPERFLEX,1410,0,170.0,0.0,0.0
2026,4431466,Jordan Watkins,WR,SF,1411,SUPERFLEX,1411,0,170.0,0.0,
2026,4426335,Graham Mertz,QB,HOU,1413,SUPERFLEX,1413,0,170.0,0.0,
2026,4590292,Thomas Fidone II,TE,NYG,1414,SUPERFLEX,1414,0,170.0,0.0,
2026,4430431,Kurtis Rourke,QB,SF,1415,SUPERFLEX,1415,0,170.0,0.0,
2026,4432208,Caleb Lohner,TE,DEN,1416,SUPERFLEX,1416,0,170.0,0.0,
2026,4432731,Moliki Matavao,TE,NO,1417,SUPERFLEX,1417,0,170.0,0.0,
2026,4682652,Devin Neal,RB,FA,1418,SUPERFLEX,1418,0,170.0,0.1,0.0
2026,4691688,Robbie Ouzts,RB,SEA,1419,SUPERFLEX,1419,0,170.0,0.0,
2026,4429955,Will Howard,QB,PIT,1420,SUPERFLEX,1420,0,170.0,0.1,0.0
2026,4431431,Corey Kiner,RB,NE,1421,SUPERFLEX,1421,0,170.0,0.1,4.7
2026,4601080,Raheim Sanders,RB,CLE,1422,SUPERFLEX,1422,0,170.0,0.1,
2026,4431210,Beaux Collins,WR,ATL,1423,SUPERFLEX,1423,0,170.0,0.0,
2026,4429435,Brady Cook,QB,MIA,1424,SUPERFLEX,1424,0,170.0,0.0,0.0
2026,5155825,Carter Runyon,TE,LV,1425,SUPERFLEX,1425,0,170.0,0.0,
2026,4433959,Ben Yurosek,TE,MIN,1426,SUPERFLEX,1426,0,170.0,0.0,
2026,4688552,Keleki Latu,TE,BUF,1427,SUPERFLEX,1427,0,170.0,0.0,
